LOAN_ID,CUSTOMER_ID,AGE,GENDER,STATE,OCCUPATION,MONTHLY_INCOME,LOAN_PRODUCT,LOAN_AMOUNT,SANCTION_AMOUNT,LOAN_TENURE,INTEREST_RATE,EMI_AMOUNT,BUREAU_SCORE,VINTAGE_MONTHS,CURRENT_DPD,MAX_DPD,OUTSTANDING_BALANCE,COLLECTION_BUCKET,LOAN_STATUS,DEFAULT_FLAG,WRITE_OFF_FLAG,DISBURSAL_DATE,LAST_PAYMENT_DATE,FOIR,EMI_INCOME_RATIO,CREDIT_UTILIZATION,IS_DELINQUENT
LN0000182,CUST000139,38,Female,Delhi,Salaried,73024.0,Personal Loan,352584,312641,60,12.73,7070.41,778.0,31,0,60,170083,Current,Active,0,0,2020-09-30,2023-03-11,0.09682309925503944,9.682309925503944,0.5440201381136831,0
LN0000192,CUST000445,56,Female,Telangana,Salaried,47683.0,Consumer Durable Loan,126864,105021,24,11.38,4913.35,,25,0,60,69048,Current,Active,0,0,2025-01-30,2027-01-08,0.10304196464148649,10.30419646414865,0.6574685062987402,0
LN0000738,CUST000538,33,Female,Rajasthan,Salaried,49198.0,Personal Loan,275133,187154,36,15.23,6508.85,647.0,14,15,150,103011,1-30,Active,0,0,2021-08-02,2022-08-15,0.1322990771982601,13.22990771982601,0.5504076856492515,1
LN0000783,CUST000644,44,Male,Delhi,Self Employed,36120.0,MSME Loan,150000,145827,48,19.84,4425.15,771.0,29,0,45,56834,Current,Active,0,0,2024-08-22,2026-12-12,0.12251245847176079,12.25124584717608,0.38973578281113924,0
LN0000961,CUST000166,37,Female,Uttar Pradesh,Business,86450.0,Home Loan,5676076,4012743,300,9.43,34864.14,556.0,27,90,90,1757386,61-90,Delinquent,1,0,2023-08-07,2025-07-14,0.40328675534991326,40.328675534991326,0.437951296656676,1
LN0000548,CUST000266,45,Male,Maharashtra,,32965.0,Consumer Durable Loan,153537,120351,18,16.01,7565.4,719.0,16,0,150,45079,Current,Active,0,0,2020-10-05,2021-12-22,0.2294979523737297,22.949795237372967,0.37456273732665285,0
LN0000758,CUST000371,41,Female,Maharashtra,,70363.0,Vehicle Loan,526252,376967,48,11.91,9910.34,659.0,23,75,75,350458,61-90,Delinquent,0,0,2024-10-26,2026-07-01,0.14084589912311868,14.084589912311868,0.9296781946430324,1
LN0000846,CUST000609,37,Male,Maharashtra,Salaried,39047.0,MSME Loan,1154959,817459,48,17.93,23982.97,697.0,43,0,150,332220,Current,Active,0,0,2020-06-26,2023-12-27,0.6142077496350552,61.42077496350552,0.4064057035276387,0
LN0000565,CUST000332,30,Male,Maharashtra,Salaried,60729.0,Personal Loan,127465,81068,18,18.69,5199.31,549.0,29,0,60,30853,Current,Active,0,0,2022-10-29,2025-03-09,0.08561494508389732,8.561494508389732,0.38058173385306165,0
LN0000323,CUST000302,21,Female,Madhya Pradesh,Self Employed,141350.0,Auto Loan,437899,385931,48,14.5,10643.19,770.0,61,0,15,352068,Current,Active,0,0,2024-10-09,2029-08-30,0.07529671029359745,7.529671029359745,0.9122563359771565,0
LN0000372,CUST000320,51,Male,Maharashtra,Salaried,25643.0,MSME Loan,977393,875559,48,8.5,21581.04,844.0,63,0,45,839806,Current,Active,0,0,2021-02-01,2026-02-22,0.8415957571267013,84.15957571267013,0.959165515973224,0
LN0000249,CUST000495,48,Male,Gujarat,Self Employed,33406.0,Vehicle Loan,1305243,1206185,36,14.93,41771.46,816.0,60,120,120,550399,90+,Delinquent,1,1,2025-12-02,2030-06-21,1.0,125.04178890019757,0.4563139153612423,1
LN0000561,CUST000610,30,Male,Tamil Nadu,Salaried,51135.0,Vehicle Loan,638897,460230,36,17.45,16511.71,676.0,55,7,7,357615,1-30,Active,0,0,2023-05-05,2023-03-15,0.32290427300283564,32.29042730028356,0.7770353953458053,1
LN0000453,CUST000187,37,Male,Telangana,Salaried,66447.0,Home Loan,3983441,3222250,180,17.54,50828.93,675.0,70,30,150,764916,1-30,Active,0,0,2020-07-07,2026-02-23,0.7649544749951089,76.49544749951089,0.23738567770967492,1
LN0000152,CUST000289,35,Female,Uttar Pradesh,Salaried,77859.0,MSME Loan,150000,143147,48,12.88,3831.76,815.0,63,0,30,125962,Current,Active,0,0,2022-08-11,2027-08-30,0.049214092140921414,4.921409214092141,0.8799485843224099,0
LN0000113,CUST000056,41,Male,West Bengal,Salaried,64350.0,Personal Loan,124097,119408,12,23.46,11259.99,815.0,0,7,45,83166,1-30,Active,0,0,2022-05-23,,0.17498041958041957,17.498041958041956,0.6964859975881013,1
LN0000831,CUST000116,21,Male,Delhi,Business,67979.0,MSME Loan,150000,124603,60,8.5,2556.42,773.0,30,0,60,79784,Current,Active,0,0,2023-08-07,2026-01-13,0.03760602539019403,3.760602539019403,0.640305610619327,0
LN0000944,CUST000683,36,Male,Tamil Nadu,Salaried,28308.0,Personal Loan,630502,475042,60,14.13,11085.44,647.0,8,0,90,257980,Current,Active,0,0,2023-05-17,2023-11-28,0.3916009608591211,39.16009608591211,0.5430677708497353,0
LN0000227,CUST000130,38,Male,West Bengal,BUSINESS,67546.0,CD Loan,123015,91999,6,17.42,16121.57,679.0,47,45,45,85503,31-60,Delinquent,0,0,2024-11-11,2028-06-23,0.23867542119444526,23.867542119444526,0.9293905368536615,1
LN0000045,CUST000286,21,Female,Gujarat,Self Employed,47131.0,Consumer Durable Loan,116268,108016,6,17.66,18941.24,817.0,20,90,90,91798,61-90,Delinquent,1,0,2024-11-29,2026-04-21,0.40188495894421933,40.18849589442193,0.8498555769515628,1
LN0000867,CUST000421,43,Female,Delhi,Salaried,64301.0,Personal Loan,317063,243206,18,18.22,15543.47,667.0,27,0,30,191480,Current,Active,0,0,2022-06-22,2024-07-31,0.2417298331285672,24.17298331285672,0.7873161023987895,0
LN0000072,CUST000630,52,Male,Rajasthan,Salaried,51296.0,Personal Loan,405374,303958,24,8.5,13816.62,712.0,13,30,150,85346,1-30,Active,0,0,2023-08-28,2024-08-10,0.26935082657517156,26.935082657517157,0.28078221333210507,1
LN0000221,CUST000695,40,Female,Telangana,Professional,26766.0,MSME Loan,672060,659494,36,15.69,23085.04,850.0,14,60,150,359325,31-60,Delinquent,0,0,2022-03-04,2023-01-16,0.8624762758723754,86.24762758723755,0.5448495361595405,1
LN0000662,CUST000300,26,Female,Karnataka,Professional,90932.0,Personal Loan,330401,242510,48,14.36,6670.82,574.0,40,30,150,211338,1-30,Active,0,0,2025-10-07,2028-12-03,0.07336053314564729,7.3360533145647295,0.8714609706816214,1
LN0000485,CUST000647,39,Male,Rajasthan,Self Employed,126688.0,Vehicle Loan,722814,631085,24,16.26,30978.34,772.0,12,0,75,415935,Current,Active,0,0,2020-04-12,2021-04-03,0.2445246590047992,24.45246590047992,0.6590792048614688,0
LN0000458,CUST000144,47,Male,Gujarat,Salaried,26657.0,MSME Loan,150000,131085,48,17.78,3835.57,814.0,41,0,90,102946,Current,Active,0,0,2025-11-07,2029-03-09,0.14388603368721162,14.388603368721162,0.7853377579433192,0
LN0000663,CUST000148,43,Female,West Bengal,Salaried,28476.0,Home Loan,7890732,5621460,180,10.65,62663.33,642.0,47,0,150,5138338,Current,Active,0,0,2021-01-04,2024-10-16,1.0,220.05664419159996,0.9140575580009463,0
LN0000186,CUST000488,35,Male,Gujarat,Salaried,45222.0,Personal Loan,216636,143454,18,18.73,9203.19,589.0,59,0,30,78383,Current,Active,0,0,2024-01-19,2028-10-09,0.20351134403608864,20.351134403608864,0.546398148535419,0
LN0000517,CUST000513,46,Male,Karnataka,Doctor,,MSME,1495319,1396756,36,14.31,47948.38,,31,60,75,343597,31-60,Delinquent,0,0,2024-01-20,2026-05-15,,,0.24599643745937014,1
LN0000339,CUST000160,24,Female,Karnataka,Self Employed,63259.0,Vehicle Loan,486133,390304,24,17.98,19481.81,668.0,19,0,120,117539,Current,Active,0,0,2021-11-27,2023-05-08,0.3079689846504055,30.796898465040552,0.30114731081413465,0
LN0000484,CUST000404,29,Female,Telangana,,,Personal Loan,557287,498508,18,15.96,31325.01,818.0,68,45,75,251380,31-60,Delinquent,0,0,2024-10-25,2030-03-05,,,0.5042647259422116,1
LN0000162,CUST000285,32,Female,Karnataka,Self Employed,105881.0,Personal Loan,99300,71454,36,14.86,2472.08,614.0,53,0,60,26346,Current,Active,0,0,2020-05-24,2024-08-17,0.023347720554207082,2.334772055420708,0.3687127382651776,0
LN0000764,CUST000370,47,Male,Maharashtra,Salaried,54924.0,Home Loan,2025482,1737574,240,16.08,24278.45,740.0,11,0,15,705129,Current,Active,0,0,2023-12-30,2024-11-01,0.4420371786468575,44.20371786468575,0.40581235676869015,0
LN0000052,CUST000113,56,Female,Rajasthan,Self Employed,54803.0,Vehicle Loan,816179,595091,48,15.31,16655.49,694.0,14,90,90,479172,61-90,Delinquent,1,0,2020-04-19,2021-02-05,0.30391566155137495,30.391566155137497,0.8052079429868709,1
LN0000256,CUST000546,28,Female,Tamil Nadu,Salaried,40037.0,Home Loan,5129654,4214590,180,22.26,81148.6,652.0,52,30,30,2806166,1-30,Active,0,0,2020-11-10,2025-01-03,1.0,202.6840172840123,0.6658218237123896,1
LN0000228,CUST000387,60,Male,West Bengal,Business,155043.0,MSME Loan,871097,616253,36,14.86,21320.39,568.0,65,0,150,320001,Current,Active,0,0,2023-08-11,2028-10-28,0.1375127545261637,13.75127545261637,0.5192688717134034,0
LN0000261,CUST000373,38,M,Tamil Nadu,Salaried,41014.0,Pers Loan,99999999,375844,18,15.86,23599.35,733.0,39,15,45,116784,1-30,Active,0,0,2024-10-11,2027-11-10,0.5753974252694202,57.539742526942014,0.3107246623599153,1
LN0000213,CUST000451,32,Male,Madhya Pradesh,Permanent Employee,25011.0,MSME,150000,107485,36,10.71,3504.18,687.0,41,0,45,88959,Current,Active,0,0,2024-01-19,2027-05-04,0.14010555355643517,14.010555355643517,0.8276410661952831,0
LN0000101,CUST000119,49,Female,Telangana,Salaried,63988.0,Home Loan,3868085,3178434,300,17.1,45951.55,675.0,51,0,45,2369094,Current,Active,0,0,2021-06-21,2025-08-16,0.7181276176783147,71.81276176783146,0.7453651703952324,0
LN0000061,CUST000690,34,Female,Rajasthan,Professional,100462.0,Personal Loan,326563,210422,36,16.95,7496.88,649.0,68,0,45,79672,Current,Active,0,0,2021-08-14,2027-02-15,0.07462403694929426,7.462403694929426,0.37862961097223674,0
LN0000635,CUST000330,39,Male,Madhya Pradesh,Self Employed,59329.0,Personal Loan,259002,236992,12,16.68,21578.82,850.0,6,15,120,217974,1-30,Active,0,0,2021-08-24,2021-12-28,0.3637145409496199,36.37145409496199,0.9197525654874427,1
LN0000071,CUST000443,27,Male,Delhi,Salaried,36242.0,Vehicle Loan,966495,611361,36,14.73,21112.28,632.0,57,0,60,96856,Current,Active,0,0,2021-04-16,2025-12-20,0.5825362838695436,58.25362838695436,0.15842685418271693,0
LN0000143,CUST000045,40,Male,Madhya Pradesh,Salaried,,Home Loan,4932716,4148768,120,12.37,60413.52,705.0,18,60,60,546851,31-60,Delinquent,0,0,2021-03-31,2022-07-05,,,0.13181045553764395,1
LN0000053,CUST000305,47,Male,Delhi,Salaried,34239.0,MSME Loan,1282398,1118037,60,10.76,24175.23,806.0,17,0,150,446703,Current,Active,0,0,2025-05-13,2026-09-02,0.7060728993253308,70.60728993253308,0.3995422333965692,0
LN0000474,CUST000564,38,Male,West Bengal,Self Employed,34944.0,Personal Loan,452022,378705,36,18.95,13872.25,752.0,56,30,45,346963,1-30,Active,0,0,2022-02-01,2026-08-08,0.39698517628205127,39.698517628205124,0.9161827807924374,1
LN0000184,CUST000676,22,Male,West Bengal,Salaried,37075.0,Personal Loan,78556,73428,36,11.92,2436.06,798.0,43,0,60,10627,Current,Active,0,0,2021-04-30,2024-10-27,0.06570627107215105,6.570627107215104,0.1447268072125075,0
LN0000979,CUST000016,38,Female,Gujarat,Salaried,,Vehicle Loan,326475,208201,36,8.81,6602.34,598.0,13,30,30,157531,1-30,Active,0,0,2025-02-08,2026-01-26,,,0.7566294110018684,1
LN0000769,CUST000213,21,Female,Uttar Pradesh,Business,46164.0,Home Loan,3707421,3593425,180,16.89,55023.06,785.0,53,15,30,3037441,1-30,Active,0,0,2020-04-04,,1.0,119.19040811021576,0.8452774163924389,1
LN0000672,CUST000192,40,Female,Karnataka,Self Employed,24557.0,MSME Loan,2544876,2084639,48,12.86,55780.9,733.0,57,0,30,1310576,Current,Active,0,0,2021-05-28,2025-12-29,1.0,227.14867451235904,0.6286824721210723,0
LN0000627,CUST000020,67,Male,Madhya Pradesh,Salaried,58814.0,Personal Loan,696676,525556,18,12.46,32161.9,718.0,0,0,60,339110,Current,Active,0,0,2021-12-03,,0.5468408882238923,54.684088822389235,0.6452404691412523,0
LN0000348,CUST000443,21,Female,Madhya Pradesh,Business,63731.0,Personal Loan,553900,356351,36,12.57,11933.2,630.0,64,0,60,334340,Current,Active,0,0,2023-05-12,2028-07-28,0.1872432568137955,18.72432568137955,0.9382322485414661,0
LN0000109,CUST000165,45,Female,Telangana,Self Employed,29307.0,Personal Loan,118887,101729,24,14.24,4895.84,749.0,22,0,75,74354,Current,Active,0,0,2023-12-13,2025-08-29,0.16705360494079913,16.705360494079912,0.7309026924475813,0
LN0000439,CUST000063,29,Male,Maharashtra,Self Employed,37336.0,Personal Loan,376609,262855,12,15.14,23742.22,648.0,0,0,75,242826,Current,Active,0,0,2025-01-26,,0.635906899507178,63.5906899507178,0.9238020962127409,0
LN0000417,CUST000522,47,Female,Gujarat,Professional,43042.0,MSME Loan,598850,488419,24,16.4,24007.97,702.0,49,60,90,91425,31-60,Delinquent,0,0,2023-04-19,2027-02-05,0.5577800752753125,55.77800752753125,0.18718559269807275,1
LN0000399,CUST000507,30,Male,Delhi,Business,85694.0,Home Loan,1450648,1248904,300,9.38,10807.64,745.0,36,0,75,639915,Current,Active,0,0,2025-04-19,2028-02-29,0.1261189814922865,12.61189814922865,0.5123812558851601,0
LN0000185,CUST000487,27,Female,West Bengal,Salaried,65548.0,Personal Loan,213202,171918,60,16.53,4229.28,687.0,35,75,75,72703,61-90,Delinquent,0,0,2025-08-12,,0.0645218770976994,6.452187709769939,0.4228934724694331,1
LN0000100,CUST000047,37,Female,Gujarat,Salaried,89176.0,Personal Loan,334002,292477,12,49.0,26833.78,772.0,54,90,90,36271,61-90,Delinquent,1,0,2025-12-26,2030-02-21,0.3009080918632816,30.09080918632816,0.12401317026637992,1
LN0000647,CUST000540,66,Female,Rajasthan,Salaried,50424.0,Vehicle Loan,920071,678417,24,31.0,33292.01,642.0,19,30,90,90765,1-30,Active,0,0,2022-03-16,2023-08-16,0.6602413533238141,66.0241353323814,0.13378939501810833,1
LN0000296,CUST000029,21,Male,Rajasthan,Proprietor,121176.0,Personal,618577,473943,36,12.18,15782.47,677.0,25,0,90,282794,Current,Active,0,0,2023-05-18,2025-05-18,0.13024419026870007,13.024419026870007,0.5966835674332145,0
LN0000110,CUST000649,35,Male,Telangana,Self Employed,28514.0,Personal Loan,236886,236886,36,19.79,8778.21,846.0,28,30,150,107651,1-30,Active,0,0,2025-09-23,2027-10-29,0.3078561408430946,30.785614084309458,0.4544422211527908,1
LN0000735,CUST000322,37,Female,Rajasthan,Self Employed,77183.0,Personal Loan,83474,54401,36,16.32,1921.18,628.0,6,0,45,19307,Current,Active,0,0,2025-02-24,2025-07-11,0.024891232525297024,2.4891232525297022,0.3549015643094796,0
LN0000954,CUST000685,23,male,Gujarat,SALARIED,76489.0,VL,1079965,1063714,36,14.22,36468.99,850.0,8,0,90,596507,Current,Active,0,0,2020-03-22,,0.4767873811920668,47.678738119206685,0.5607776150356205,0
LN0000912,CUST000580,57,Male,Telangana,Business,74068.0,MSME Loan,358832,318358,24,16.14,15609.1,705.0,62,0,60,228394,Current,Active,0,0,2022-03-17,2027-03-08,0.21074013069071665,21.074013069071665,0.7174124727508026,0
LN0000346,CUST000188,32,Male,Karnataka,Salaried,73807.0,Personal Loan,508277,414955,18,18.51,26577.52,651.0,1,45,150,370304,31-60,Delinquent,0,0,2022-04-09,2022-03-02,0.36009484195266034,36.00948419526603,0.892395560964442,1
LN0000231,CUST000396,21,Male,Delhi,Salaried,58025.0,Home Loan,5824555,3889159,120,15.21,63246.82,585.0,28,0,90,3018157,Current,Active,0,0,2023-05-12,2025-08-09,1.0,108.99925894011201,0.7760436125136565,0
LN0000488,CUST000463,26,Female,Maharashtra,Salaried,28350.0,Consumer Durable Loan,36169,27309,24,14.83,1321.92,609.0,57,60,60,5238,31-60,Delinquent,0,0,2024-12-25,2029-07-01,0.04662857142857143,4.662857142857143,0.1918048994836867,1
LN0000366,CUST000173,21,Female,Gujarat,Business,29928.0,Home Loan,5933849,5145894,240,8.85,45803.68,701.0,22,45,45,2094566,31-60,Delinquent,0,0,2022-07-21,2024-03-07,1.0,153.04624431970063,0.40703636724736264,1
LN0000455,CUST000575,45,Male,Karnataka,Salaried,45798.0,Home Loan,7375809,5628790,300,14.63,70483.24,696.0,19,0,15,2888560,Current,Active,0,0,2024-09-06,2026-03-29,1.0,153.90025765317264,0.5131760111853525,0
LN0000863,CUST000065,35,Male,Tamil Nadu,Professional,46077.0,Vehicle Loan,602782,449277,48,14.85,12469.58,748.0,16,0,60,147135,Current,Active,0,0,2020-08-04,2021-11-14,0.2706248236647351,27.06248236647351,0.3274928384938468,0
LN0000449,CUST000537,16,Female,Delhi,Professional,29747.0,Personal Loan,355514,347072,12,12.89,30981.62,850.0,64,0,75,337570,Current,Active,0,0,2021-01-25,2026-03-31,1.0,104.15040172118198,0.9726223953531256,0
LN0000067,CUST000249,51,Male,Rajasthan,Self Employed,84656.0,Consumer Durable Loan,125600,103109,12,16.48,9378.6,686.0,56,0,60,21438,Current,Active,0,0,2020-12-23,2025-07-19,0.1107848232848233,11.078482328482329,0.2079158948297433,0
LN0000408,CUST000371,22,Male,Madhya Pradesh,Salaried,29180.0,Vehicle Loan,490905,384831,24,18.2,19249.55,709.0,36,7,45,149785,1-30,Active,0,0,2023-08-20,2026-07-13,0.6596830020562029,65.9683002056203,0.38922280169736845,1
LN0000452,CUST000271,59,Male,Maharashtra,Self Employed,37197.0,Home Loan,3232009,2805566,120,9.34,36058.02,769.0,58,0,45,577815,Current,Active,0,0,2021-12-19,2026-09-11,0.9693797886926364,96.93797886926365,0.20595309466966738,0
LN0000845,CUST000674,44,Female,Uttar Pradesh,Salaried,89213.0,Consumer Durable Loan,17892,13030,18,20.13,844.68,649.0,9,0,150,5031,Current,Active,0,0,2022-06-12,2023-02-18,0.009468126842500531,0.9468126842500532,0.3861089792785879,0
LN0000947,CUST000491,21,Male,Maharashtra,Business,53789.0,Personal Loan,635114,559489,48,16.67,16048.72,768.0,37,7,90,241246,1-30,Active,0,0,2020-03-26,2020-02-24,0.29836434958820574,29.836434958820572,0.4311898893454563,1
LN0000768,CUST000573,21,Male,West Bengal,Salaried,76657.0,Vehicle Loan,1224402,1114283,48,8.71,27575.79,811.0,51,15,75,173634,1-30,Active,0,0,2020-04-05,2024-05-13,0.35972957459853633,35.97295745985363,0.15582576419096406,1
LN0000916,CUST000134,41,Female,Delhi,Salaried,16927.0,Home Loan,6857400,6230065,300,18.67,97882.76,756.0,3,0,0,4746238,Current,Active,0,0,2023-05-24,2023-08-08,1.0,578.2640751462161,0.7618280066098829,0
LN0000502,CUST000461,29,Male,Madhya Pradesh,Salaried,97577.0,Consumer Durable Loan,52669,40219,12,20.31,3731.64,716.0,58,90,150,27691,61-90,Delinquent,1,0,2024-04-30,2028-09-27,0.038243028582555315,3.8243028582555314,0.6885054327556628,1
LN0000226,CUST000348,55,Male,Tamil Nadu,Salaried,132916.0,MSME Loan,2200836,1737915,60,13.23,39747.83,665.0,42,45,90,515417,31-60,Delinquent,0,0,2022-01-24,2025-05-23,0.2990447350206145,29.904473502061453,0.29657204178570296,1
LN0000487,CUST000677,29,Male,Uttar Pradesh,Business,77610.0,Personal Loan,371809,361797,60,14.04,8425.89,833.0,72,75,120,294514,61-90,Delinquent,0,0,2020-10-01,2026-05-03,0.10856706609972941,10.85670660997294,0.81403107267335,1
LN0000501,CUST000487,35,Male,Gujarat,Salaried,85342.0,Personal Loan,94693,94693,24,15.76,4625.61,850.0,13,0,90,47239,Current,Active,0,0,2025-08-31,2026-09-07,0.05420086241241123,5.4200862412411235,0.49886475241042105,0
LN0000745,CUST000678,48,Male,Telangana,Professional,40050.0,Consumer Durable Loan,10000,10000,6,11.6,1723.51,681.0,33,0,15,8293,Current,Active,0,0,2022-10-27,2025-06-23,0.04303395755305868,4.303395755305868,0.8293,0
LN0000781,CUST000035,21,Male,Madhya Pradesh,Professional,34699.0,Personal Loan,377310,340025,24,15.05,16494.75,812.0,36,0,90,51645,Current,Active,0,0,2025-03-05,2028-02-17,0.4753667252658578,47.53667252658578,0.1518858907433277,0
LN0000780,CUST000505,42,Female,Madhya Pradesh,Business,40162.0,Home Loan,1200000,843267,120,4.5,12113.06,660.0,67,30,60,556674,1-30,Active,0,0,2021-04-26,2026-09-15,0.3016049997510084,30.16049997510084,0.6601396710650363,1
LN0000890,CUST000165,38,Male,Madhya Pradesh,Self Employed,100656.0,Personal Loan,409313,292170,24,12.04,13758.91,604.0,62,30,150,145682,1-30,Active,0,0,2024-08-03,2029-06-25,0.13669239786997298,13.669239786997297,0.49862066605058697,1
LN0000179,CUST000335,32,Male,Tamil Nadu,Salaried,54147.0,Vehicle Loan,812623,783179,48,23.57,25347.25,835.0,64,0,60,413176,Current,Active,0,0,2023-04-02,2028-05-29,0.4681191940458382,46.81191940458382,0.5275626644738942,0
LN0000571,CUST000503,29,Male,West Bengal,Self Employed,55912.0,Home Loan,3572281,3198161,240,20.28,55034.88,778.0,52,15,60,2871813,1-30,Active,0,0,2021-11-28,2026-01-10,0.9843124910573758,98.43124910573758,0.8979576075125674,1
LN0000099,CUST000182,60,Male,Tamil Nadu,Salaried,31490.0,Vehicle Loan,604354,415467,48,15.63,11695.87,668.0,9,0,45,228677,Current,Active,0,0,2024-04-12,2024-12-05,0.3714153699587171,37.14153699587171,0.5504095391451066,0
LN0000496,CUST000235,48,Female,Telangana,Salaried,94164.0,Vehicle Loan,1401395,926890,24,12.33,43774.91,576.0,40,90,90,733988,61-90,Delinquent,1,0,2020-04-28,2023-04-16,0.46487946561318555,46.48794656131855,0.7918825319077776,1
LN0000893,CUST000085,50,Male,Uttar Pradesh,,,MSME Loan,2282225,2273820,24,16.73,112128.04,850.0,6,0,60,551661,Current,Active,0,0,2022-04-30,2022-10-11,,,0.2426141910969206,0
LN0000013,CUST000517,39,Male,Telangana,Salaried,79269.0,Home Loan,5684357,4202944,180,11.53,49178.55,693.0,18,15,15,3730900,1-30,Active,0,0,2021-03-12,2022-07-23,0.6204007871929759,62.04007871929759,0.8876872972849508,1
LN0000025,CUST000691,46,Female,Delhi,Salaried,102833.0,Consumer Durable Loan,85548,84169,18,14.71,5239.38,850.0,19,0,0,19238,Current,Active,0,0,2023-09-21,2025-04-07,0.05095037585210973,5.095037585210973,0.22856396060307238,0
LN0000089,CUST000627,55,Female,West Bengal,Self Employed,73302.0,Personal Loan,50000,44730,24,49.0,2208.97,742.0,62,15,30,32571,1-30,Active,0,0,2024-01-01,2029-01-05,0.030135194128400315,3.0135194128400316,0.7281690140845071,1
LN0000852,CUST000268,44,Male,Karnataka,Professional,28891.0,Vehicle Loan,824569,786064,48,21.16,24408.72,824.0,1,45,90,647628,31-60,Delinquent,0,0,2020-03-20,2020-01-24,0.8448554913294798,84.48554913294798,0.8238871135174745,1
LN0000310,CUST000369,41,M,Telangana,salaried,59623.0,Personal Loan,265871,233329,12,19.34,21540.68,750.0,40,0,45,40202,Current,Active,0,0,2022-11-27,2026-02-23,0.36128138470053506,36.12813847005351,0.17229748552473118,0
LN0000813,CUST000619,53,Female,Maharashtra,Salaried,45536.0,Consumer Durable Loan,86914,53960,18,15.82,3387.14,607.0,19,15,30,44719,1-30,Active,0,0,2021-04-04,2022-08-29,0.07438378425860857,7.438378425860857,0.8287435137138621,1
LN0000277,CUST000399,45,Male,Rajasthan,Business,33266.0,Personal Loan,329527,290766,12,16.75,26484.76,704.0,57,60,150,88430,31-60,Delinquent,0,0,2022-11-28,2027-05-25,0.7961510250706426,79.61510250706426,0.3041277178212033,1
LN0000272,CUST000408,41,Female,Rajasthan,Self Employed,41592.0,Personal Loan,233210,181609,48,11.82,4766.43,723.0,20,0,15,54889,Current,Active,0,0,2020-02-14,2021-09-17,0.11459968263127525,11.459968263127525,0.302237223926127,0
LN0000856,CUST000463,37,Male,West Bengal,Salaried,31725.0,Personal Loan,297672,271042,36,20.72,10172.6,784.0,22,0,0,263233,Current,Active,0,0,2021-12-06,2023-08-19,0.3206493301812451,32.064933018124506,0.971188967023561,0
LN0000026,CUST000473,31,Female,West Bengal,Business,194961.0,Home Loan,5575206,4318139,120,15.9,72065.62,674.0,12,0,60,3873131,Current,Active,0,0,2020-07-07,2021-06-12,0.3696412102933407,36.964121029334066,0.8969444939127712,0
LN0000477,CUST000592,21,F,West Bengal,SALARIED,22942.0,MSME,1165278,833107,48,12.1,21979.83,670.0,68,0,0,672213,Current,Active,0,0,2020-06-14,2026-01-02,0.958060761921367,95.8060761921367,0.8068747471813345,0
LN0000718,CUST000269,25,Male,Delhi,Business,82293.0,Vehicle Loan,1224910,1004348,36,16.86,35737.81,794.0,0,45,60,857816,31-60,Delinquent,0,0,2025-12-17,,0.4342752117434046,43.42752117434046,0.8541023629259977,1
LN0000851,CUST000027,42,Female,Maharashtra,Salaried,35128.0,Home Loan,3462501,3168442,180,12.18,38394.32,786.0,56,30,30,1617381,1-30,Active,0,0,2020-08-09,2025-01-25,1.0,109.29833750854019,0.5104657115389835,1
LN0000056,CUST000310,21,Male,West Bengal,Business,52544.0,Personal Loan,279752,220238,18,9.75,13201.51,695.0,1,180,60,133968,90+,Delinquent,1,1,2022-03-02,2022-02-19,0.25124676461632156,25.124676461632156,0.6082873981783343,1
LN0000528,CUST000023,35,Female,West Bengal,Salaried,49323.0,Home Loan,4501325,3034380,240,15.23,40473.02,558.0,34,30,75,2835357,1-30,Active,0,0,2024-01-16,2026-09-17,0.8205709303975832,82.05709303975833,0.9344106539062346,1
LN0000189,CUST000292,42,Female,Rajasthan,Salaried,45402.0,Personal Loan,274208,202976,48,9.64,5112.97,630.0,21,0,30,78899,Current,Active,0,0,2024-05-12,2026-01-01,0.11261552354521828,11.261552354521829,0.38871098060854486,0
LN0000253,CUST000549,46,Female,Uttar Pradesh,Self Employed,96675.0,Vehicle Loan,1162920,797896,36,10.02,25753.35,662.0,4,0,60,683185,Current,Active,0,0,2022-05-31,2022-09-20,0.2663910007757952,26.63910007757952,0.856233143166528,0
LN0000668,CUST000547,28,Female,Maharashtra,Self Employed,91071.0,Vehicle Loan,1242472,1118268,48,18.47,33124.4,703.0,68,0,15,433633,Current,Active,0,0,2023-06-17,2028-12-17,0.3637206135872012,36.37206135872012,0.38777198310244054,0
LN0000750,CUST000649,30,Male,West Bengal,Salaried,52916.0,Home Loan,4185827,3010825,300,17.24,43863.11,602.0,64,0,75,2463650,Current,Active,0,0,2021-12-20,2027-03-06,0.8289196084360118,82.89196084360117,0.818264097049812,0
LN0000692,CUST000119,49,Male,Tamil Nadu,Salaried,34116.0,Consumer Durable Loan,92477,70633,9,4.5,8408.68,740.0,22,0,60,9276,Current,Active,0,0,2023-02-11,2024-11-02,0.24647320905147146,24.647320905147147,0.13132671697365253,0
LN0000378,CUST000067,35,Male,Uttar Pradesh,Business,64962.0,Personal Loan,313535,233680,18,23.02,15475.25,596.0,44,0,0,106681,Current,Active,0,0,2021-09-19,2025-04-13,0.23822003632893077,23.822003632893075,0.45652601848681956,0
